"","score_rank","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR","likely_to_succeed"
"6823",20,499,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
"6824",67,699,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
"6826",12,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"6827",93,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6828",47,499,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
"6829",31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6830",35,299,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
"6831",62,499,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"6832",41,499,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"6833",54,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6834",77,899,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
"6835",9,499,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"6836",54,999,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
"6837",15,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6838",39,999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6839",39,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"6840",23,99,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"6841",19,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"6842",31,999,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6843",5,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"6844",100,399,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"6845",73,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6847",54,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6848",73,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"6849",43,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6850",59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6851",31,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6852",22,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6853",28,299,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"6854",87,1499,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"6855",34,1499,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"6856",34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"6857",77,999,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"6858",90,2999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6859",34,499,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"6860",11,1299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6861",1,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6863",84,999,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"6864",67,194,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6865",29,799,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"6866",100,499,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"6867",25,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6868",45,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6869",15,1999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6870",34,799,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6871",47,499,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"6872",50,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"6874",90,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"6876",12,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6877",93,399,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
"6878",5,999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6879",43,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6880",13,299,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"6883",65,799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"6884",100,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6885",23,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"6886",17,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6888",50,999,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
"6889",90,999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"6890",100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6891",50,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6892",28,499,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"6893",90,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6894",87,299,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"6895",62,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"6896",32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6897",28,199,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6898",31,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6899",65,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"6900",1,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"6901",95,1499,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"6902",67,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"6903",93,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6904",34,599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6905",65,999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6906",52,499,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6907",28,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6908",25,1999,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"6909",15,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6910",7,199,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"6911",29,1999,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"6912",39,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6913",2,699,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"6914",31,499,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"6915",6,99,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"6916",2,999,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
"6917",15,599,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6918",32,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"6919",45,1299,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6920",56,2999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"6921",10,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6922",21,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6923",34,329,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6924",54,499,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"6925",32,599,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6927",93,1999,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"6930",20,4499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6932",21,699,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"6933",62,999,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
"6935",99,799,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"6936",77,499,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0
"6937",37,1499,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0
"6938",59,699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"6939",62,699,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"6940",35,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6941",29,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6942",43,999,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"6943",37,2999,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"6944",28,1199,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"6945",87,2499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6946",34,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"6947",52,499,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"6948",26,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"6949",4,399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"6950",34,999,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6951",39,299,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"6952",28,199,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6953",54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6954",100,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6955",6,799,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"6956",54,399,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"6957",37,99,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"6958",34,199,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6959",3,99,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"6960",7,499,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"6961",10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"6962",1,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6963",93,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6964",22,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6965",31,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6966",56,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6967",54,999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6968",39,3999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6969",47,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6970",56,1999,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6971",84,1299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6972",21,199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6973",5,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6975",45,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"6976",0,399,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"6977",87,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6978",52,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6979",10,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"6980",28,599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"6981",52,999,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"6983",12,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6985",7,999,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"6986",56,399,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"6987",59,899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6988",54,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"6989",16,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6990",8,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6991",50,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"6992",93,699,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"6993",19,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"6994",80,449,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0
"6995",67,1499,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"6996",2,1399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"6997",14,99,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"6998",65,999,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"6999",31,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7000",19,299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7001",7,199,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"7002",95,1999,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"7003",10,399,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7004",73,499,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"7005",18,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"7006",37,1199,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"7007",67,799,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0
"7008",39,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7009",70,199,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
"7010",50,1999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"7011",15,499,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"7012",5,1499,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"7013",62,1499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7014",10,399,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7015",1,999,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"7016",80,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7017",65,199,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"7018",77,999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"7019",8,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"7020",73,599,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"7021",23,999,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"7022",95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7023",43,899,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"7024",84,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7025",43,499,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"7026",80,499,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
"7027",25,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
"7028",45,699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7029",62,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"7030",39,999,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7031",62,199,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"7032",0,299,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7033",10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7034",14,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"7035",2,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7036",19,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"7037",28,99,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"7039",6,1999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
"7041",7,199,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7042",65,899,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"7043",19,199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7044",52,999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7045",70,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"7046",6,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"7047",22,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7048",54,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7050",43,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"7051",20,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7052",1,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7053",0,1899,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
"7054",47,2499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
"7055",12,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7057",59,399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7058",84,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7059",54,999,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7060",54,1999,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"7062",37,199,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"7063",77,1999,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"7064",59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"7065",50,299,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7066",13,699,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"7067",90,1999,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"7069",70,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"7070",47,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7071",4,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7072",12,499,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"7075",56,799,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"7076",59,49,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7077",1,599,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"7078",3,399,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"7079",54,499,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"7080",23,599,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7081",1,499,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7082",11,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7083",16,2499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7084",8,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7085",54,199,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7087",0,499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"7089",11,399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7090",87,799,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"7091",45,699,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"7093",93,399,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"7095",32,1799,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"7096",70,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7097",98,199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7098",5,1499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7100",52,99,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0
"7101",35,3999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7102",93,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7103",29,399,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7104",18,499,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
"7105",54,599,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7106",100,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7107",1,1499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7108",4,699,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"7110",59,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7111",45,1499,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
"7112",7,300,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7113",15,299,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7114",95,1499,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
"7115",67,1499,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
"7116",15,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7117",93,499,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
"7118",28,599,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"7119",10,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7120",90,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7122",5,199,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7123",19,299,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7124",2,1299,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
"7125",5,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7126",35,49,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"7127",0,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"7128",39,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7129",54,3999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"7130",45,999,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"7131",20,399,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7132",31,499,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7133",31,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7135",39,99,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7136",59,699,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7137",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"7139",14,1499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"7141",19,999,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7142",1,999,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"7143",2,99,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7144",4,799,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7145",95,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"7146",93,599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7147",26,599,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7148",52,399,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7149",16,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7150",28,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7151",3,999,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"7152",13,499,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7153",62,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"7154",13,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7155",52,499,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"7156",65,699,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
"7157",22,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7159",26,499,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"7160",4,99,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
"7162",26,699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7163",31,399,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7164",65,799,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1
"7165",50,1499,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"7166",41,1999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7167",45,299,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
"7168",67,299,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7169",1,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7170",20,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7171",21,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7172",70,2499,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
"7173",25,1199,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"7174",41,699,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"7175",87,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"7176",2,399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7177",77,74,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"7178",52,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"7179",0,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"7180",31,999,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7181",45,49,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"7182",19,799,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"7183",65,499,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0
"7184",31,2999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"7185",70,499,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"7186",62,99,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"7187",31,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
